,date,type,value
480,2021-06-22,HeadphoneAudioExposure,69.2193742857143
481,2021-06-22,WalkingDoubleSupportPercentage,0.323
482,2021-06-22,WalkingSpeed,4.118399999999999
483,2021-06-22,WalkingStepLength,72.6
484,2021-06-23,HeadphoneAudioExposure,71.46343030303031
485,2021-06-23,WalkingDoubleSupportPercentage,0.3155
486,2021-06-23,WalkingSpeed,4.2615
487,2021-06-23,WalkingStepLength,71.125
488,2021-06-24,HeadphoneAudioExposure,70.97711612903225
489,2021-06-24,WalkingAsymmetryPercentage,0.02090909090909091
490,2021-06-24,WalkingDoubleSupportPercentage,0.3043076923076923
491,2021-06-24,WalkingSpeed,4.1498181818181825
492,2021-06-24,WalkingStepLength,70.63636363636364
493,2021-06-25,HeadphoneAudioExposure,73.08925128205128
494,2021-06-25,WalkingAsymmetryPercentage,0.54
495,2021-06-25,WalkingDoubleSupportPercentage,0.298
496,2021-06-25,WalkingSpeed,3.9564
497,2021-06-25,WalkingStepLength,67.7
